,username,content
2245,berpositif,'[#LOMBA]\n\nStart-up Innovation Contest YED 2021 merupakan salah satu cabang lomba dalam rangkaian acara Young Entrepreneur Days 2021. Perlombaan ini diperuntukkan bagi mahasiswa/i aktif D3
2246,WITAwards,'Congratulations to Tobi Adesanya of @MarpeWellbeing on winning Start-Up Founder Award @WITAwards\n\nSponsored by @BW_SciTech\n\nIn association with @MethodsDigital \n\nSee all pics from last night here:\nhttps://t.co/bHG5F8x9Hl by @MrLaddMedia\n#MWIT21 https://t.co/dOpra4Vbx6'
2247,IanMCalvert,"@JuneAngelides Whether you want to stay small, go medium or be huge (&amp; many locations possibly) @JuneAngelides - for me, I when I talk/help start-up's &amp; established businesses, I always recommend @sageuk because they do Accounts, HR, Payroll, Sales, CRM etc plus scale up with @SageIntacct too"
2248,PaperTechnology,'AFT Announces start-up of new POM approach flow system at Stora Enso Oulu https://t.co/n940bKLYsv'
2249,BizForumMidDev,'Award-winning graphic design services. Special rates for Mid-Devon start-up businesses. Branding and logo design
2250,EtatsdelaFrance,"'""Si on veut construire la France de 2030"
2251,hoppingfrank,'@leegallyred Eek.  That’s terrible. Energy becoming an issue globally. \nHere we are expecting big price hikes at a time when benefits are being cut. \nMany of the start-up energy suppliers are folding. It’s a mess.'
2252,JForum1,'Tel Aviv: une start-up experte en “routes intelligentes” va équiper les bus https://t.co/jWqHcxY0vu'
2253,fintech_reader,'Software firm Sage acquires fintech start-up GoProposal | https://t.co/r2qaCyEBQP #AcademyByJaysel #Fintech #FintechNews'
2254,wizbii,'Et si on disait stop au gaspillage textile ? Retrouvez l’interview d’Élie Sarfati
2255,clusteralisei,'La call
2256,TechCroissants,"'""L’exigence de recrutement de votre équipe est un des principaux facteurs-clé de succès de votre start-up."" https://t.co/rjZAG5nlNy'"
2257,watt_base,'SNRG and Australian start-up expand UK microgrid market https://t.co/qchhJ58B29'
2258,eugen12,'A unique workshop series connecting start-up founders
2259,_Bell_Stephanie,'@KhalBojo @banzance Je ne suis pas d’accord. \nJ’en connais plusieurs qui ont débuté dans une start-up et c’est ce que nos enseignants nous recommandent juste après la formation pour apprendre'
2260,MediaBrief_,'Alia Bhatt invests in D2C start-up https://t.co/VIj9i5vrVI\n\n@aliaa08 @ReachoutToPhool @karandi65 @Manoj_Malgharia @SocialAlphaIN\n#MediaBrief #D2Cstartup\nhttps://t.co/xwWFXUj5NG'
2261,PremierResUK,Why PR Should be Part of Your Start-Up's Initial Investments https://t.co/03HDuTiJuo https://t.co/tCBpSUH172
2262,1sourceconsult,'$38 billion software start-up Databricks makes acquisition to leave code behind - CNBC https://t.co/JO7O9LOhfc'
2263,aargau_services,'Wir laden ein zum #StartUpForum Aargau am 29. Oktober 2021 im Campussaal in Windisch. Drei Jungunternehmen präsentieren ihre Start-up Erfahrungen. Nach der #SwissStartupChallenge 2021 bleibt Zeit zum networken. Anmeldung bis zum 25. Oktober 2021 an aargau.services@ag.ch. https://t.co/VOrv9MiqeD'
2264,MessinaCedric,"'""Le @SportupSummit  revient au @CneaFontRomeu pour son programme de pré-incubation des start-up de la filière sport. Un secteur à la recherche du rebond après la crise."" \nForza @AvignonBertrand 😇 #sportech\nhttps://t.co/ZYsjTZhdVv'"
2265,halfeatenmind,'Amazon Air founder has a new start-up that aims to take on FedEx and UPS by speeding up shipping https://t.co/eMt5xVV0E6 via @annierpalmer'
2266,znnewtech,'BMW has invested in the US start-up Lilac Solutions. Lilac has developed an innovative process for the environmentally friendly and resource-saving mining of lithium. With the investment
2267,vizouine,'#FrenchTech #mode #Marketing #contentstrategy\nDe la start-up parisienne à la 11ème licorne française : 12 chiffres clés sur Vestiaire Collective https://t.co/cxyMuBIqcw via @viuzfr'
2268,HongKong,'Sustainable plastic: start-up New Life Plastics to recycle a quarter of Hong Kong’s waste bottles each year https://t.co/7I2RaJvj2n'
2269,JeunesAfrik,'Fan Coco
2270,SalamecheFC,'@Piedo Voilà ! Ça c’est ma start-up nation !'
2271,inscribed_in,'(Apparently
2272,leafypage1,'Hot software start-up Databricks makes no-code\xa0acquisition https://t.co/JNfvFmXXau'
2273,info_yumda,'Streit mit Beschäftigten: Start-up Gorillas spricht Kündigungen aus https://t.co/gi2b9VtzqV \nIm Streit über die Arbeitsbedingungen beim\xa0Lieferdienst-Start-up Gorillas hat das Unternehmen in Berlin und Leipzig zahlreiche Beschäftigte entlassen. Es seien die Arbeitsverhältnisse d… https://t.co/eUdUwF7Y7v'
2274,moneynewsaus,'How a Melbourne-based start-up is simplifying property management #InvestmentProperty#finance #money #forex #tr...\nhttps://t.co/dMkvqOmpBe'
2275,Startup_BW,'Drei Tage volles Programm beim #HightechSummit 2021 der @bwcon_info. Start-up BW Elevator #Pitch Hightech Cup
2276,tabrezdont,'why does he tweet like he handles social media of a start-up https://t.co/e8wbkv4GH1'
2277,Detechgene1,'We are very happy to announce the launch of our homepage. Learn all the details about our start-up at https://t.co/1dzavc81Ja https://t.co/aI11Mqf7s5'
2278,24heuresch,'Portrait de Patrick Barbey: L’ambassadeur de l’innovation écoute pousser les start-up https://t.co/c7LaL01yEp'
2279,AlternateImageG,'Fix for @playnewworld : For the start-up error Steam not being open / Steam64.dll being untrusted. Open game files in steam &gt;Run the EasyAntiCheat_Setup &gt; click Repair Service and then launch again. #NewWorldMMO'
2280,GroupENP,'@AFTGlobal announces start-up of new POM approach FLOW SYSTEM at Stora Enso OULU - on PaperFIRST app\n\n#paperfirst #sustainableworld https://t.co/vxlrPF29HR'
2281,plume_app,'Bon courage aux élèves de l’@essec et à @AudeGueneau notre fondatrice pour le #essecStartupShaker ! Elle va coacher les élèves pour les 33h de l’Essec start-up shaker.\n#EssecStartupShaker c’est un bootcamp intensif pour entreprendre.\n#entrepreneuriat #startup #FridayMotivation https://t.co/r9QQqZr9AG'
2282,EuropeForensic,'Our firm is facilitating a Swiss Private Bank M&amp;A in Zürich. The upcoming acquisition involves a start-up bank
2283,Tracy_Delacol,'My Start-up Business bundle is now live
2284,zonacycling,'- \nVANMARCKE TO LEAD MIXED TEAM OF VETERANS AND NEWCOMERS\n\n- \nCARLSTRÖM: GOING FOR STAGE SUCCESS AND EXPERIENCE FOR THE FUTURE\n\n- \nEINHORN MAKES GRAND TOUR DEBUT\n\nOlé! Spain is calling the Israel Start-Up Nation team
2285,madeinoostvla,'In avant-première voor Made in stelt JCI Oudenaarde al 1 deelnemende start-up voor.\n\nhttps://t.co/R6yWvnAmjC https://t.co/5qCJcTt7cL'
2286,ElonAnnounces,'Start-up space guy Elon Musk talks up his wildest idea yet: fibre-optic bikes'
2287,LettreAudio,'Les services de la start-up française  @Bodyguard_intl   vont aller plus loin dans la modération des propos haineux et sexistes grâce à un accord avec la  @LFPfr  pour protéger les clubs sur les réseaux sociaux.\n\nhttps://t.co/Ap9l1lD2XH'
2288,Gruenhof,'Save the Date  26. November I 9-12 Uhr\n„Gründung plus X - wie vereinbar ist eine Start-up Gründung?“ \n\nEs geht um ungewöhnliche Wege
2289,usein_ujm,"Bienvenue à notre nouvelle startuppeuse Héloïse Botrel !\n▶️ Héloïse a rejoint l'incubateur pour développer sa start-up Listøkado, une application de listes de cadeaux interactives et partageables. 🎁\n\n@usein_ujm, @TelecomStE, @Univ_St_Etienne https://t.co/8XbHFni28P"
2290,LCDAgri,'Habitat gonflable ou agriculture indoor
2291,commerreactor,"'It takes years before ""deep-tech"" start-up brings actual results"
2292,XIVMarch,'@lgiambyar Via DM ya
2293,CharliePERREAU,'🤷\u200d♀️ La plateforme de fantasy trading Visionrare a fermé un jour après son lancement 🤷\u200d♀️ \n\n➡️ Elle proposait des actions virtuelles de «\xa0vraies start-up\xa0» \n➡️ Elle n’a pas demandé l’autorisation des start-up \n➡️ Les joueurs seront remboursés \n\nhttps://t.co/vkR6yKTgqg'
2294,Big_Convos,"'""As a start-up"
2295,IndusThink,"@saurabhtodi Their simple problem is they do not consider journalism a non-glamorous, pious and even responsible act.\n\nIt's like having a start-up which makes sense but won't get brownie coverage.\n\nPeople run after glam and emotional rhetoric. That's why they are being legitimized stupidly."
2296,BlackDiamand69,"@kiyoshi34000 @mydriase64 Si t'en perds  1 ou 2 mais que les autres font x10 ca passe. C'est le jeu, comme pour des start-up. 😉"
2297,MartaXiangjin,'Our Start-up project has been selected for discussion by Innobooster! Help us to get further! Register &amp; leave a comment! Thanks! #decarbonisation #decarbonization #inno @bill_fischer @karlschmedders @arturobris @vaninafarber @michelstef @IMDEMBA @IMDEMBA \nhttps://t.co/nq8980kaO6'
2298,TheCineBlitz,'Alia Bhatt invests in IIT Kanpur backed D2C start-up https://t.co/iSFT5Hdjjq that makes natural incense and bio-leather https://t.co/5Ll6yJHb6z'
2299,AlunaNadaIndah,'@CryptonationN @oreprotocol Do you agree that start-up projects usually get stuck in the middle of the road due to lack of funds?What strategies has the team taken to help crypto startups in this regard?with declining market conditions making it difficult for new crypto projects to emerge
2300,neo_PhuongJ,"@AltcoinDailyio Doesn't really matter if it's $100 or $1000, I'm always skeptical about my investments. $100 in $ADA rn wouldn't yield much in mid term, but put it in a start-up like @holoride once they launch, and you're sure to stay in profits in no time ✌️"
2301,jensege,'Bis auf die Lonza und einige wenige Firmen
2302,TheExtremista,'@00Zucchi @MarcoCantamessa E\' la traiettoria competente. O start-up
2303,Annonce_Legales,La RSO : les start-up s'y mettent aussi ! 🙋🏻\u200d♂️\nhttps://t.co/5vhufrUn1z\n#Entreprise #VieDesEntreprises
2304,ORofficialTH,'OR จับมือ กองทุน 500 Startups จัดตั้ง “ORZON Ventures” ส่งเสริม Start-Up ไทย ให้เติบโตได้ไกลกว่าเดิม\nhttps://t.co/2XMcE0KmCa\n\nสอบถามรายละเอียดเพิ่มเติมได้ที่ hello@orzon.ventures\n\n#ORZON #OR #โออาร์ https://t.co/MXMlJRAd7O'
2305,GaminginDE,'Gaming in Germany Newsletter: Start-up problems spoil Dutch online market opening:\nhttps://t.co/gA7Cp0bVP3'
2306,TheHighway2AI,'Tips for Streamlining the Business Start-up Process. By @antgrasso rt @LindaGrass0 #Startup #Business #Entrepreneurship https://t.co/mOsCgED5SV'
2307,Wasteman_Bot,'watagwan my peeps nothing better than discussing start-up ideas while tripping on DMT and tripping on shrooms in A&amp;E!'
2308,Fast_food_pizza,'I want to make napoli-pizza shops in Japan. Please provide the start-up capital.\n\n#crowdfunding #project #pizza https://t.co/aK4f3mzQUf'
2309,Indian_Retailer,'Truerevo is a #D2C #homegrown start-up which was launched in 2016 offering state-of-the-art #innovative #athleisure products and first produced its functional Smart Phone Shorts which was an instant hit with the #consumers.\n\nREVO International LLP  https://t.co/VYjWE0lPVi'
2310,FranceAngels,🔔 RAPPEL : Appel à candidature pour la Silver Académie ! @SilverXpo\n\nVous souhaitez être reconnue comme l’une des start-up les plus prometteuses de la Silver économie ? N'hésitez plus et candidatez jusqu'au 14 octobre👇https://t.co/oB0b1HzIfM
2311,BeGamechanger,'Hey corporate innovator
2312,neotel2000,'Progressive dialer: a must for start-up companies\n#progressiveDialer\n#Neotel\nhttps://t.co/1DcgAEwgk9'
2313,CorbeauRentable,"Hey tu veux un stage ? ! \n \nStart-up toute jeune offre l'opportunité unique de devenir UI beta-tester. \n Stage ad vitam, car nous évoluons. \n profil: pro actif, jeune et jolie. \n Rémunération : de la visibilité.  \n\n---\n  @Pigeongratuit"
2314,dmarcop,'Entrevista a @TechTourHQ News sobre l’ecosistema digital català i l’aposta del @govern per la nova economia de l’espai \n@tic #NewSpace \n\nCatalonia – The Main Start-Up Hub in Southern Europe 👉 https://t.co/kUHTEO1Y3z https://t.co/aY4JR0Gvaz'
2315,abhayjere,'Heartiest Congratulations @Kalnirnay! Have visited your office twice. If possible request u to include important information related to Innovation/Start-up processes on back side along with the conventional info. You may also think of startup edition highlighting 12 good startups https://t.co/ZIb5XtY5BI'
2316,SamPavin,"Au-delà de l'université, l'éducation (ou système éducatif) en général.\n\nL'université, l'angle mort du développement des start-up en France \n\nhttps://t.co/LjezNP4ecQ]"
2317,reuker,'Juwelier Christ kooperiert mit Start-up: Wahre #Liebe geht durch die #Blockchain https://t.co/POhHjfLBiF'
2318,Nicolas_Jambin,"'De la ""start-up nation"" à la réindustrialisation"
2319,upsell_France,'La start-up à suivre : Umiami imite la viande et le poisson à partir de protéines végétales\n#fdv #conso #GMS #Upsell #WeUpSales #BestPlaceToGrow \nhttps://t.co/nssoVw8kfY https://t.co/FNJrTfCxuc'
2320,aswagalmal,@Abbas_H_Sajwani We are proud to be part of the #UAE's effort and it's leaders' vision to enhance the nation's food security.\nWe are building the first vertically integrated food security start-up in the Middle East right here in #Dubai. We would love to host you for a visit to see it. https://t.co/a1hNsI4JUx
2321,1Felo_Felix,'Quite interesting that every Indian on twitter owns a successful multimillion dollar start-up and is giving 10 tips for beginners.'
2322,istegucumuz,'#Tekstil ve #konfeksiyon sektörünün #girişimcilik platformu TechXtile Start-Up Challenge bu yıl yeniliklerle üçüncü kez gerçekleştiriliyor.\n\nhttps://t.co/nYWDXuOwZE'
2323,UOCuniversitat,"💶 L'start-up @SeniorDOMO_, impulsada per la UOC i @suaracoop inicia una campanya de crowdequity per buscar inversors a través de la plataforma Bolsa Social.\n\n💡 SeniorDOMO va ser un dels projectes guanyadors de l'#SpinUOC 2019.\n\nhttps://t.co/iaM3KtBCLH\n\n#researchUOC #hubbikUOC https://t.co/9e16BTeoIE"
2324,ians_india,'Bollywood actress #AliaBhatt (@aliaa08) has invested in https://t.co/avRVMaiY0m
2325,MauritsGroen,"Start-up WholyGreens: 'We worden de Tesla onder de pasta’s' (smakelijk, gezonde fusilli etc. van 50% spelt en 50% 'geredde groenten', met extra eiwit) https://t.co/6QgfM1Yypv (en kijk dan meteen even bij https://t.co/dVxW7Qvrwb)"
2326,StartUpbot4,'〜Start-upの家族紹介〜\n【Enter the Sphere】\n5thアルバムLEVEL3の一曲目。\nドームツアーやWORLD tour 3rdの登場曲であり球体からの登場、幕落ちの登場という2パターンでファンを狂喜乱舞させた！\n参照 E_the_S_bot'
